"Campaign","Campaign Status","Campaign Type","Networks","Daily Budget","Budget Type","Start Date","End Date","Bid Strategy Type","Campaign URL Options (Tracking Template)","Final URL Suffix","Campaign Language"
10K ZIP Campaign - 2025-12-05,Enabled,Search,Search Network,,,,,,,,en

"Campaign","Setting","Value"

"Budget","Budget Amount","Delivery Method","Budget ID"
10K ZIP Campaign - 2025-12-05,86436,Postal Code,
10K ZIP Campaign - 2025-12-05,86443,Postal Code,
10K ZIP Campaign - 2025-12-05,86447,Postal Code,
10K ZIP Campaign - 2025-12-05,86453,Postal Code,
10K ZIP Campaign - 2025-12-05,86454,Postal Code,
10K ZIP Campaign - 2025-12-05,86459,Postal Code,
10K ZIP Campaign - 2025-12-05,86468,Postal Code,
10K ZIP Campaign - 2025-12-05,86469,Postal Code,
10K ZIP Campaign - 2025-12-05,86489,Postal Code,
10K ZIP Campaign - 2025-12-05,86491,Postal Code,
10K ZIP Campaign - 2025-12-05,86507,Postal Code,
10K ZIP Campaign - 2025-12-05,86513,Postal Code,
10K ZIP Campaign - 2025-12-05,86523,Postal Code,
10K ZIP Campaign - 2025-12-05,86536,Postal Code,
10K ZIP Campaign - 2025-12-05,86537,Postal Code,
10K ZIP Campaign - 2025-12-05,86560,Postal Code,
10K ZIP Campaign - 2025-12-05,86576,Postal Code,
10K ZIP Campaign - 2025-12-05,86602,Postal Code,
10K ZIP Campaign - 2025-12-05,86609,Postal Code,
10K ZIP Campaign - 2025-12-05,86626,Postal Code,
10K ZIP Campaign - 2025-12-05,86632,Postal Code,
10K ZIP Campaign - 2025-12-05,86633,Postal Code,
10K ZIP Campaign - 2025-12-05,86641,Postal Code,
10K ZIP Campaign - 2025-12-05,86651,Postal Code,
10K ZIP Campaign - 2025-12-05,86655,Postal Code,
10K ZIP Campaign - 2025-12-05,86659,Postal Code,
10K ZIP Campaign - 2025-12-05,86683,Postal Code,
10K ZIP Campaign - 2025-12-05,86694,Postal Code,
10K ZIP Campaign - 2025-12-05,86699,Postal Code,
10K ZIP Campaign - 2025-12-05,86714,Postal Code,
10K ZIP Campaign - 2025-12-05,86716,Postal Code,
10K ZIP Campaign - 2025-12-05,86726,Postal Code,
10K ZIP Campaign - 2025-12-05,86731,Postal Code,
10K ZIP Campaign - 2025-12-05,86742,Postal Code,
10K ZIP Campaign - 2025-12-05,86743,Postal Code,
10K ZIP Campaign - 2025-12-05,86750,Postal Code,
10K ZIP Campaign - 2025-12-05,86753,Postal Code,
10K ZIP Campaign - 2025-12-05,86759,Postal Code,
10K ZIP Campaign - 2025-12-05,86786,Postal Code,
10K ZIP Campaign - 2025-12-05,86800,Postal Code,
10K ZIP Campaign - 2025-12-05,86806,Postal Code,
10K ZIP Campaign - 2025-12-05,86819,Postal Code,
10K ZIP Campaign - 2025-12-05,86821,Postal Code,
10K ZIP Campaign - 2025-12-05,86822,Postal Code,
10K ZIP Campaign - 2025-12-05,86837,Postal Code,
10K ZIP Campaign - 2025-12-05,86838,Postal Code,
10K ZIP Campaign - 2025-12-05,86841,Postal Code,
10K ZIP Campaign - 2025-12-05,86847,Postal Code,
10K ZIP Campaign - 2025-12-05,86852,Postal Code,
10K ZIP Campaign - 2025-12-05,86854,Postal Code,
10K ZIP Campaign - 2025-12-05,86855,Postal Code,
10K ZIP Campaign - 2025-12-05,86858,Postal Code,
10K ZIP Campaign - 2025-12-05,86866,Postal Code,
10K ZIP Campaign - 2025-12-05,86867,Postal Code,
10K ZIP Campaign - 2025-12-05,86879,Postal Code,
10K ZIP Campaign - 2025-12-05,86886,Postal Code,
10K ZIP Campaign - 2025-12-05,86909,Postal Code,
10K ZIP Campaign - 2025-12-05,86913,Postal Code,
10K ZIP Campaign - 2025-12-05,86919,Postal Code,
10K ZIP Campaign - 2025-12-05,86924,Postal Code,
10K ZIP Campaign - 2025-12-05,86942,Postal Code,
10K ZIP Campaign - 2025-12-05,86943,Postal Code,
10K ZIP Campaign - 2025-12-05,86948,Postal Code,
10K ZIP Campaign - 2025-12-05,86955,Postal Code,
10K ZIP Campaign - 2025-12-05,86956,Postal Code,
10K ZIP Campaign - 2025-12-05,86957,Postal Code,
10K ZIP Campaign - 2025-12-05,86968,Postal Code,
10K ZIP Campaign - 2025-12-05,86982,Postal Code,
10K ZIP Campaign - 2025-12-05,86983,Postal Code,
10K ZIP Campaign - 2025-12-05,87013,Postal Code,
10K ZIP Campaign - 2025-12-05,87014,Postal Code,
10K ZIP Campaign - 2025-12-05,87030,Postal Code,
10K ZIP Campaign - 2025-12-05,87033,Postal Code,
10K ZIP Campaign - 2025-12-05,87041,Postal Code,
10K ZIP Campaign - 2025-12-05,87043,Postal Code,
10K ZIP Campaign - 2025-12-05,87051,Postal Code,
10K ZIP Campaign - 2025-12-05,87065,Postal Code,
10K ZIP Campaign - 2025-12-05,87083,Postal Code,
10K ZIP Campaign - 2025-12-05,87086,Postal Code,
10K ZIP Campaign - 2025-12-05,87099,Postal Code,
10K ZIP Campaign - 2025-12-05,87111,Postal Code,
10K ZIP Campaign - 2025-12-05,87128,Postal Code,
10K ZIP Campaign - 2025-12-05,87129,Postal Code,
10K ZIP Campaign - 2025-12-05,87133,Postal Code,
10K ZIP Campaign - 2025-12-05,87142,Postal Code,
10K ZIP Campaign - 2025-12-05,87156,Postal Code,
10K ZIP Campaign - 2025-12-05,87190,Postal Code,
10K ZIP Campaign - 2025-12-05,87227,Postal Code,
10K ZIP Campaign - 2025-12-05,87243,Postal Code,
10K ZIP Campaign - 2025-12-05,87245,Postal Code,
10K ZIP Campaign - 2025-12-05,87258,Postal Code,
10K ZIP Campaign - 2025-12-05,87263,Postal Code,
10K ZIP Campaign - 2025-12-05,87264,Postal Code,
10K ZIP Campaign - 2025-12-05,87280,Postal Code,
10K ZIP Campaign - 2025-12-05,87294,Postal Code,
10K ZIP Campaign - 2025-12-05,87296,Postal Code,
10K ZIP Campaign - 2025-12-05,87298,Postal Code,
10K ZIP Campaign - 2025-12-05,87312,Postal Code,
10K ZIP Campaign - 2025-12-05,87340,Postal Code,
10K ZIP Campaign - 2025-12-05,87354,Postal Code,
10K ZIP Campaign - 2025-12-05,87367,Postal Code,
10K ZIP Campaign - 2025-12-05,87378,Postal Code,
10K ZIP Campaign - 2025-12-05,87382,Postal Code,
10K ZIP Campaign - 2025-12-05,87384,Postal Code,
10K ZIP Campaign - 2025-12-05,87411,Postal Code,
10K ZIP Campaign - 2025-12-05,87417,Postal Code,
10K ZIP Campaign - 2025-12-05,87428,Postal Code,
10K ZIP Campaign - 2025-12-05,87443,Postal Code,
10K ZIP Campaign - 2025-12-05,87456,Postal Code,
10K ZIP Campaign - 2025-12-05,87467,Postal Code,
10K ZIP Campaign - 2025-12-05,87470,Postal Code,
10K ZIP Campaign - 2025-12-05,87479,Postal Code,
10K ZIP Campaign - 2025-12-05,87502,Postal Code,
10K ZIP Campaign - 2025-12-05,87506,Postal Code,
10K ZIP Campaign - 2025-12-05,87537,Postal Code,
10K ZIP Campaign - 2025-12-05,87554,Postal Code,
10K ZIP Campaign - 2025-12-05,87567,Postal Code,
10K ZIP Campaign - 2025-12-05,87581,Postal Code,
10K ZIP Campaign - 2025-12-05,87597,Postal Code,
10K ZIP Campaign - 2025-12-05,87612,Postal Code,
10K ZIP Campaign - 2025-12-05,87620,Postal Code,
10K ZIP Campaign - 2025-12-05,87621,Postal Code,
10K ZIP Campaign - 2025-12-05,87623,Postal Code,
10K ZIP Campaign - 2025-12-05,87635,Postal Code,
10K ZIP Campaign - 2025-12-05,87642,Postal Code,
10K ZIP Campaign - 2025-12-05,87643,Postal Code,
10K ZIP Campaign - 2025-12-05,87654,Postal Code,
10K ZIP Campaign - 2025-12-05,87666,Postal Code,
10K ZIP Campaign - 2025-12-05,87680,Postal Code,
10K ZIP Campaign - 2025-12-05,87697,Postal Code,
10K ZIP Campaign - 2025-12-05,87700,Postal Code,
10K ZIP Campaign - 2025-12-05,87703,Postal Code,
10K ZIP Campaign - 2025-12-05,87707,Postal Code,
10K ZIP Campaign - 2025-12-05,87715,Postal Code,
10K ZIP Campaign - 2025-12-05,87726,Postal Code,
10K ZIP Campaign - 2025-12-05,87732,Postal Code,
10K ZIP Campaign - 2025-12-05,87744,Postal Code,
10K ZIP Campaign - 2025-12-05,87769,Postal Code,
10K ZIP Campaign - 2025-12-05,87772,Postal Code,
10K ZIP Campaign - 2025-12-05,87802,Postal Code,
10K ZIP Campaign - 2025-12-05,87804,Postal Code,
10K ZIP Campaign - 2025-12-05,87807,Postal Code,
10K ZIP Campaign - 2025-12-05,87812,Postal Code,
10K ZIP Campaign - 2025-12-05,87820,Postal Code,
10K ZIP Campaign - 2025-12-05,87824,Postal Code,
10K ZIP Campaign - 2025-12-05,87838,Postal Code,
10K ZIP Campaign - 2025-12-05,87874,Postal Code,
10K ZIP Campaign - 2025-12-05,87879,Postal Code,
10K ZIP Campaign - 2025-12-05,87901,Postal Code,
10K ZIP Campaign - 2025-12-05,87905,Postal Code,
10K ZIP Campaign - 2025-12-05,87907,Postal Code,
10K ZIP Campaign - 2025-12-05,87914,Postal Code,
10K ZIP Campaign - 2025-12-05,87921,Postal Code,
10K ZIP Campaign - 2025-12-05,87933,Postal Code,
10K ZIP Campaign - 2025-12-05,87945,Postal Code,
10K ZIP Campaign - 2025-12-05,87949,Postal Code,
10K ZIP Campaign - 2025-12-05,87952,Postal Code,
10K ZIP Campaign - 2025-12-05,87953,Postal Code,
10K ZIP Campaign - 2025-12-05,87959,Postal Code,
10K ZIP Campaign - 2025-12-05,87960,Postal Code,
10K ZIP Campaign - 2025-12-05,87964,Postal Code,
10K ZIP Campaign - 2025-12-05,87966,Postal Code,
10K ZIP Campaign - 2025-12-05,87975,Postal Code,
10K ZIP Campaign - 2025-12-05,87982,Postal Code,
10K ZIP Campaign - 2025-12-05,87983,Postal Code,
10K ZIP Campaign - 2025-12-05,88020,Postal Code,
10K ZIP Campaign - 2025-12-05,88048,Postal Code,
10K ZIP Campaign - 2025-12-05,88067,Postal Code,
10K ZIP Campaign - 2025-12-05,88071,Postal Code,
10K ZIP Campaign - 2025-12-05,88083,Postal Code,
10K ZIP Campaign - 2025-12-05,88088,Postal Code,
10K ZIP Campaign - 2025-12-05,88089,Postal Code,
10K ZIP Campaign - 2025-12-05,88098,Postal Code,
10K ZIP Campaign - 2025-12-05,88110,Postal Code,
10K ZIP Campaign - 2025-12-05,88129,Postal Code,
10K ZIP Campaign - 2025-12-05,88134,Postal Code,
10K ZIP Campaign - 2025-12-05,88145,Postal Code,
10K ZIP Campaign - 2025-12-05,88170,Postal Code,
10K ZIP Campaign - 2025-12-05,88183,Postal Code,
10K ZIP Campaign - 2025-12-05,88185,Postal Code,
10K ZIP Campaign - 2025-12-05,88195,Postal Code,
10K ZIP Campaign - 2025-12-05,88201,Postal Code,
10K ZIP Campaign - 2025-12-05,88205,Postal Code,
10K ZIP Campaign - 2025-12-05,88216,Postal Code,
10K ZIP Campaign - 2025-12-05,88222,Postal Code,
10K ZIP Campaign - 2025-12-05,88235,Postal Code,
10K ZIP Campaign - 2025-12-05,88249,Postal Code,
10K ZIP Campaign - 2025-12-05,88256,Postal Code,
10K ZIP Campaign - 2025-12-05,88269,Postal Code,
10K ZIP Campaign - 2025-12-05,88276,Postal Code,
10K ZIP Campaign - 2025-12-05,88301,Postal Code,
10K ZIP Campaign - 2025-12-05,88308,Postal Code,
10K ZIP Campaign - 2025-12-05,88313,Postal Code,
10K ZIP Campaign - 2025-12-05,88318,Postal Code,
10K ZIP Campaign - 2025-12-05,88329,Postal Code,
10K ZIP Campaign - 2025-12-05,88333,Postal Code,
10K ZIP Campaign - 2025-12-05,88351,Postal Code,
10K ZIP Campaign - 2025-12-05,88369,Postal Code,
10K ZIP Campaign - 2025-12-05,88372,Postal Code,
10K ZIP Campaign - 2025-12-05,88379,Postal Code,
10K ZIP Campaign - 2025-12-05,88381,Postal Code,
10K ZIP Campaign - 2025-12-05,88397,Postal Code,
10K ZIP Campaign - 2025-12-05,88398,Postal Code,
10K ZIP Campaign - 2025-12-05,88400,Postal Code,
10K ZIP Campaign - 2025-12-05,88408,Postal Code,
10K ZIP Campaign - 2025-12-05,88423,Postal Code,
10K ZIP Campaign - 2025-12-05,88453,Postal Code,
10K ZIP Campaign - 2025-12-05,88500,Postal Code,
10K ZIP Campaign - 2025-12-05,88504,Postal Code,
10K ZIP Campaign - 2025-12-05,88506,Postal Code,
10K ZIP Campaign - 2025-12-05,88531,Postal Code,
10K ZIP Campaign - 2025-12-05,88533,Postal Code,
10K ZIP Campaign - 2025-12-05,88538,Postal Code,
10K ZIP Campaign - 2025-12-05,88550,Postal Code,
10K ZIP Campaign - 2025-12-05,88554,Postal Code,
10K ZIP Campaign - 2025-12-05,88560,Postal Code,
10K ZIP Campaign - 2025-12-05,88594,Postal Code,
10K ZIP Campaign - 2025-12-05,88606,Postal Code,
10K ZIP Campaign - 2025-12-05,88611,Postal Code,
10K ZIP Campaign - 2025-12-05,88636,Postal Code,
10K ZIP Campaign - 2025-12-05,88647,Postal Code,
10K ZIP Campaign - 2025-12-05,88655,Postal Code,
10K ZIP Campaign - 2025-12-05,88656,Postal Code,
10K ZIP Campaign - 2025-12-05,88662,Postal Code,
10K ZIP Campaign - 2025-12-05,88665,Postal Code,
10K ZIP Campaign - 2025-12-05,88679,Postal Code,
10K ZIP Campaign - 2025-12-05,88692,Postal Code,
10K ZIP Campaign - 2025-12-05,88705,Postal Code,
10K ZIP Campaign - 2025-12-05,88713,Postal Code,
10K ZIP Campaign - 2025-12-05,88714,Postal Code,
10K ZIP Campaign - 2025-12-05,88729,Postal Code,
10K ZIP Campaign - 2025-12-05,88731,Postal Code,
10K ZIP Campaign - 2025-12-05,88744,Postal Code,
10K ZIP Campaign - 2025-12-05,88748,Postal Code,
10K ZIP Campaign - 2025-12-05,88749,Postal Code,
10K ZIP Campaign - 2025-12-05,88765,Postal Code,
10K ZIP Campaign - 2025-12-05,88774,Postal Code,
10K ZIP Campaign - 2025-12-05,88776,Postal Code,
10K ZIP Campaign - 2025-12-05,88780,Postal Code,
10K ZIP Campaign - 2025-12-05,88785,Postal Code,
10K ZIP Campaign - 2025-12-05,88799,Postal Code,
10K ZIP Campaign - 2025-12-05,88804,Postal Code,
10K ZIP Campaign - 2025-12-05,88809,Postal Code,
10K ZIP Campaign - 2025-12-05,88820,Postal Code,
10K ZIP Campaign - 2025-12-05,88825,Postal Code,
10K ZIP Campaign - 2025-12-05,88837,Postal Code,
10K ZIP Campaign - 2025-12-05,88849,Postal Code,
10K ZIP Campaign - 2025-12-05,88869,Postal Code,
10K ZIP Campaign - 2025-12-05,88871,Postal Code,
10K ZIP Campaign - 2025-12-05,88894,Postal Code,
10K ZIP Campaign - 2025-12-05,88909,Postal Code,
10K ZIP Campaign - 2025-12-05,88910,Postal Code,
10K ZIP Campaign - 2025-12-05,88913,Postal Code,
10K ZIP Campaign - 2025-12-05,88918,Postal Code,
10K ZIP Campaign - 2025-12-05,88942,Postal Code,
10K ZIP Campaign - 2025-12-05,88953,Postal Code,
10K ZIP Campaign - 2025-12-05,88956,Postal Code,
10K ZIP Campaign - 2025-12-05,88963,Postal Code,
10K ZIP Campaign - 2025-12-05,88974,Postal Code,
10K ZIP Campaign - 2025-12-05,88983,Postal Code,
10K ZIP Campaign - 2025-12-05,88992,Postal Code,
10K ZIP Campaign - 2025-12-05,88993,Postal Code,
10K ZIP Campaign - 2025-12-05,89001,Postal Code,
10K ZIP Campaign - 2025-12-05,89002,Postal Code,
10K ZIP Campaign - 2025-12-05,89010,Postal Code,
10K ZIP Campaign - 2025-12-05,89032,Postal Code,
10K ZIP Campaign - 2025-12-05,89044,Postal Code,
10K ZIP Campaign - 2025-12-05,89066,Postal Code,
10K ZIP Campaign - 2025-12-05,89070,Postal Code,
10K ZIP Campaign - 2025-12-05,89089,Postal Code,
10K ZIP Campaign - 2025-12-05,89096,Postal Code,
10K ZIP Campaign - 2025-12-05,89112,Postal Code,
10K ZIP Campaign - 2025-12-05,89123,Postal Code,
10K ZIP Campaign - 2025-12-05,89160,Postal Code,
10K ZIP Campaign - 2025-12-05,89161,Postal Code,
10K ZIP Campaign - 2025-12-05,89174,Postal Code,
10K ZIP Campaign - 2025-12-05,89198,Postal Code,
10K ZIP Campaign - 2025-12-05,89207,Postal Code,
10K ZIP Campaign - 2025-12-05,89209,Postal Code,
10K ZIP Campaign - 2025-12-05,89234,Postal Code,
10K ZIP Campaign - 2025-12-05,89256,Postal Code,
10K ZIP Campaign - 2025-12-05,89267,Postal Code,
10K ZIP Campaign - 2025-12-05,89276,Postal Code,
10K ZIP Campaign - 2025-12-05,89297,Postal Code,
10K ZIP Campaign - 2025-12-05,89298,Postal Code,
10K ZIP Campaign - 2025-12-05,89301,Postal Code,
10K ZIP Campaign - 2025-12-05,89305,Postal Code,
10K ZIP Campaign - 2025-12-05,89308,Postal Code,
10K ZIP Campaign - 2025-12-05,89328,Postal Code,
10K ZIP Campaign - 2025-12-05,89330,Postal Code,
10K ZIP Campaign - 2025-12-05,89333,Postal Code,
10K ZIP Campaign - 2025-12-05,89342,Postal Code,
10K ZIP Campaign - 2025-12-05,89368,Postal Code,
10K ZIP Campaign - 2025-12-05,89369,Postal Code,
10K ZIP Campaign - 2025-12-05,89396,Postal Code,
10K ZIP Campaign - 2025-12-05,89398,Postal Code,
10K ZIP Campaign - 2025-12-05,89415,Postal Code,
10K ZIP Campaign - 2025-12-05,89443,Postal Code,
10K ZIP Campaign - 2025-12-05,89454,Postal Code,
10K ZIP Campaign - 2025-12-05,89460,Postal Code,
10K ZIP Campaign - 2025-12-05,89467,Postal Code,
10K ZIP Campaign - 2025-12-05,89477,Postal Code,
10K ZIP Campaign - 2025-12-05,89487,Postal Code,
10K ZIP Campaign - 2025-12-05,89496,Postal Code,
10K ZIP Campaign - 2025-12-05,89505,Postal Code,
10K ZIP Campaign - 2025-12-05,89506,Postal Code,
10K ZIP Campaign - 2025-12-05,89515,Postal Code,
10K ZIP Campaign - 2025-12-05,89521,Postal Code,
10K ZIP Campaign - 2025-12-05,89556,Postal Code,
10K ZIP Campaign - 2025-12-05,89588,Postal Code,
10K ZIP Campaign - 2025-12-05,89603,Postal Code,
10K ZIP Campaign - 2025-12-05,89604,Postal Code,
10K ZIP Campaign - 2025-12-05,89609,Postal Code,
10K ZIP Campaign - 2025-12-05,89646,Postal Code,
10K ZIP Campaign - 2025-12-05,89663,Postal Code,
10K ZIP Campaign - 2025-12-05,89667,Postal Code,
10K ZIP Campaign - 2025-12-05,89699,Postal Code,
10K ZIP Campaign - 2025-12-05,89709,Postal Code,
10K ZIP Campaign - 2025-12-05,89715,Postal Code,
10K ZIP Campaign - 2025-12-05,89719,Postal Code,
10K ZIP Campaign - 2025-12-05,89728,Postal Code,
10K ZIP Campaign - 2025-12-05,89739,Postal Code,
10K ZIP Campaign - 2025-12-05,89760,Postal Code,
10K ZIP Campaign - 2025-12-05,89767,Postal Code,
10K ZIP Campaign - 2025-12-05,89775,Postal Code,
10K ZIP Campaign - 2025-12-05,89783,Postal Code,
10K ZIP Campaign - 2025-12-05,89789,Postal Code,
10K ZIP Campaign - 2025-12-05,89818,Postal Code,
10K ZIP Campaign - 2025-12-05,89822,Postal Code,
10K ZIP Campaign - 2025-12-05,89833,Postal Code,
10K ZIP Campaign - 2025-12-05,89841,Postal Code,
10K ZIP Campaign - 2025-12-05,89851,Postal Code,
10K ZIP Campaign - 2025-12-05,89858,Postal Code,
10K ZIP Campaign - 2025-12-05,89864,Postal Code,
10K ZIP Campaign - 2025-12-05,89890,Postal Code,
10K ZIP Campaign - 2025-12-05,89891,Postal Code,
10K ZIP Campaign - 2025-12-05,89897,Postal Code,
10K ZIP Campaign - 2025-12-05,89908,Postal Code,
10K ZIP Campaign - 2025-12-05,89930,Postal Code,
10K ZIP Campaign - 2025-12-05,89932,Postal Code,
10K ZIP Campaign - 2025-12-05,89938,Postal Code,
10K ZIP Campaign - 2025-12-05,89967,Postal Code,
10K ZIP Campaign - 2025-12-05,89975,Postal Code,
10K ZIP Campaign - 2025-12-05,89978,Postal Code,
10K ZIP Campaign - 2025-12-05,89986,Postal Code,
10K ZIP Campaign - 2025-12-05,89988,Postal Code,
10K ZIP Campaign - 2025-12-05,90016,Postal Code,
10K ZIP Campaign - 2025-12-05,90046,Postal Code,
10K ZIP Campaign - 2025-12-05,90050,Postal Code,
10K ZIP Campaign - 2025-12-05,90054,Postal Code,
10K ZIP Campaign - 2025-12-05,90060,Postal Code,
10K ZIP Campaign - 2025-12-05,90074,Postal Code,
10K ZIP Campaign - 2025-12-05,90076,Postal Code,
10K ZIP Campaign - 2025-12-05,90078,Postal Code,
10K ZIP Campaign - 2025-12-05,90081,Postal Code,
10K ZIP Campaign - 2025-12-05,90085,Postal Code,
10K ZIP Campaign - 2025-12-05,90093,Postal Code,
10K ZIP Campaign - 2025-12-05,90105,Postal Code,
10K ZIP Campaign - 2025-12-05,90106,Postal Code,
10K ZIP Campaign - 2025-12-05,90114,Postal Code,
10K ZIP Campaign - 2025-12-05,90129,Postal Code,
10K ZIP Campaign - 2025-12-05,90135,Postal Code,
10K ZIP Campaign - 2025-12-05,90138,Postal Code,
10K ZIP Campaign - 2025-12-05,90147,Postal Code,
10K ZIP Campaign - 2025-12-05,90171,Postal Code,
10K ZIP Campaign - 2025-12-05,90179,Postal Code,
10K ZIP Campaign - 2025-12-05,90187,Postal Code,
10K ZIP Campaign - 2025-12-05,90207,Postal Code,
10K ZIP Campaign - 2025-12-05,90219,Postal Code,
10K ZIP Campaign - 2025-12-05,90236,Postal Code,
10K ZIP Campaign - 2025-12-05,90244,Postal Code,
10K ZIP Campaign - 2025-12-05,90300,Postal Code,
10K ZIP Campaign - 2025-12-05,90309,Postal Code,
10K ZIP Campaign - 2025-12-05,90331,Postal Code,
10K ZIP Campaign - 2025-12-05,90337,Postal Code,
10K ZIP Campaign - 2025-12-05,90344,Postal Code,
10K ZIP Campaign - 2025-12-05,90350,Postal Code,
10K ZIP Campaign - 2025-12-05,90353,Postal Code,
10K ZIP Campaign - 2025-12-05,90357,Postal Code,
10K ZIP Campaign - 2025-12-05,90381,Postal Code,
10K ZIP Campaign - 2025-12-05,90390,Postal Code,
10K ZIP Campaign - 2025-12-05,90409,Postal Code,
10K ZIP Campaign - 2025-12-05,90416,Postal Code,
10K ZIP Campaign - 2025-12-05,90444,Postal Code,
10K ZIP Campaign - 2025-12-05,90445,Postal Code,
10K ZIP Campaign - 2025-12-05,90464,Postal Code,
10K ZIP Campaign - 2025-12-05,90472,Postal Code,
10K ZIP Campaign - 2025-12-05,90479,Postal Code,
10K ZIP Campaign - 2025-12-05,90487,Postal Code,
10K ZIP Campaign - 2025-12-05,90492,Postal Code,
10K ZIP Campaign - 2025-12-05,90493,Postal Code,
10K ZIP Campaign - 2025-12-05,90564,Postal Code,
10K ZIP Campaign - 2025-12-05,90568,Postal Code,
10K ZIP Campaign - 2025-12-05,90598,Postal Code,
10K ZIP Campaign - 2025-12-05,90617,Postal Code,
10K ZIP Campaign - 2025-12-05,90620,Postal Code,
10K ZIP Campaign - 2025-12-05,90623,Postal Code,
10K ZIP Campaign - 2025-12-05,90633,Postal Code,
10K ZIP Campaign - 2025-12-05,90670,Postal Code,
10K ZIP Campaign - 2025-12-05,90678,Postal Code,
10K ZIP Campaign - 2025-12-05,90681,Postal Code,
10K ZIP Campaign - 2025-12-05,90683,Postal Code,
10K ZIP Campaign - 2025-12-05,90702,Postal Code,
10K ZIP Campaign - 2025-12-05,90714,Postal Code,
10K ZIP Campaign - 2025-12-05,90724,Postal Code,
10K ZIP Campaign - 2025-12-05,90729,Postal Code,
10K ZIP Campaign - 2025-12-05,90735,Postal Code,
10K ZIP Campaign - 2025-12-05,90736,Postal Code,
10K ZIP Campaign - 2025-12-05,90783,Postal Code,
10K ZIP Campaign - 2025-12-05,90790,Postal Code,
10K ZIP Campaign - 2025-12-05,90795,Postal Code,
10K ZIP Campaign - 2025-12-05,90802,Postal Code,
10K ZIP Campaign - 2025-12-05,90814,Postal Code,
10K ZIP Campaign - 2025-12-05,90815,Postal Code,
10K ZIP Campaign - 2025-12-05,90818,Postal Code,
10K ZIP Campaign - 2025-12-05,90822,Postal Code,
10K ZIP Campaign - 2025-12-05,90833,Postal Code,
10K ZIP Campaign - 2025-12-05,90857,Postal Code,
10K ZIP Campaign - 2025-12-05,90869,Postal Code,
10K ZIP Campaign - 2025-12-05,90876,Postal Code,
10K ZIP Campaign - 2025-12-05,90878,Postal Code,
10K ZIP Campaign - 2025-12-05,90883,Postal Code,
10K ZIP Campaign - 2025-12-05,90890,Postal Code,
10K ZIP Campaign - 2025-12-05,90903,Postal Code,
10K ZIP Campaign - 2025-12-05,90904,Postal Code,
10K ZIP Campaign - 2025-12-05,90929,Postal Code,
10K ZIP Campaign - 2025-12-05,90931,Postal Code,
10K ZIP Campaign - 2025-12-05,90939,Postal Code,
10K ZIP Campaign - 2025-12-05,90951,Postal Code,
10K ZIP Campaign - 2025-12-05,90959,Postal Code,
10K ZIP Campaign - 2025-12-05,90987,Postal Code,
10K ZIP Campaign - 2025-12-05,91028,Postal Code,
10K ZIP Campaign - 2025-12-05,91041,Postal Code,
10K ZIP Campaign - 2025-12-05,91061,Postal Code,
10K ZIP Campaign - 2025-12-05,91064,Postal Code,
10K ZIP Campaign - 2025-12-05,91078,Postal Code,
10K ZIP Campaign - 2025-12-05,91083,Postal Code,
10K ZIP Campaign - 2025-12-05,91087,Postal Code,
10K ZIP Campaign - 2025-12-05,91102,Postal Code,
10K ZIP Campaign - 2025-12-05,91107,Postal Code,
10K ZIP Campaign - 2025-12-05,91119,Postal Code,
10K ZIP Campaign - 2025-12-05,91121,Postal Code,
10K ZIP Campaign - 2025-12-05,91137,Postal Code,
